Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,5,1,Holiday,0.658452380952381,0.0,0.34154761904761904,0.0
North America,1-3 days,500-1000 GBP,2,0,1.0,6,5,3,Business or Work,0.5,0.0,0.5,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,4,5,3,Business or Work,0.9,0.0,0.1,0.0
Asia,4-13 days,500-1000 GBP,2,1,1.0,4,5,2,VFF,0.0,0.0,1.0,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,8,5,5,VFF,0.0,0.0,0.1,0.9
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,1,1.0,7,5,1,Holiday,0.0,0.0,1.0,0.0
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,2,1,1.0,2,5,1,Holiday,0.2,0.1,0.6,0.1
North America,4-13 days,more than 5000 GBP,1,0,1.0,6,5,2,Business or Work,0.8292063492063491,0.0,0.17079365079365078,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,2,5,1,Holiday,0.0,0.13333333333333333,0.8,0.06666666666666667
North America,1-3 days,500-1000 GBP,1,1,1.0,6,5,3,Holiday,0.8609848484848485,0.0,0.1390151515151515,0.0
UK,14-27 days,0-250 GBP,0,0,1.0,7,5,6,VFF,0.0,0.0,0.24166666666666664,0.7583333333333333
North America,4-13 days,500-1000 GBP,1,1,1.0,6,5,1,Holiday,0.24267316017316015,0.0,0.7573268398268399,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,6,5,1,Business or Work,0.4488095238095238,0.18214285714285713,0.369047619047619,0.0
South America,4-13 days,500-1000 GBP,2,0,1.0,4,5,6,Holiday,0.0,0.0,0.735,0.265
North America,4-13 days,500-1000 GBP,2,1,1.0,4,5,6,Holiday,0.1,0.0,0.9,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,5,6,Business or Work,0.2809632034632034,0.0,0.5553066378066378,0.1637301587301587
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,6,5,1,VFF,0.0,0.0,0.8055555555555556,0.19444444444444442
South America,4-13 days,1000-5000 GBP,1,1,1.0,6,5,7,Holiday,0.7,0.0,0.3,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,4,5,2,Holiday,0.2261904761904762,0.0,0.7738095238095238,0.0
Asia,4-13 days,500-1000 GBP,2,1,1.0,6,5,6,VFF,0.1,0.0,0.8,0.1
North America,14-27 days,500-1000 GBP,1,0,1.0,6,5,6,Holiday,0.0,0.0,0.5966666666666667,0.4033333333333333
South America,14-27 days,1000-5000 GBP,1,0,1.0,5,5,6,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,0,1,1.0,6,5,3,VFF,0.0,0.0,0.375,0.625
North America,4-13 days,1000-5000 GBP,2,1,1.0,6,5,7,VFF,0.325,0.0,0.675,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,5,4,Holiday,0.05,0.0,0.8833333333333334,0.06666666666666667
Africa,4-13 days,500-1000 GBP,0,0,1.0,7,5,7,VFF,0.0,0.0,0.12333333333333334,0.8766666666666666
North America,14-27 days,1000-5000 GBP,1,0,1.0,8,5,6,Holiday,0.0,0.0,0.6249999999999999,0.375
North America,1-3 days,0-250 GBP,1,1,1.0,7,5,3,Holiday,0.975,0.0,0.025,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,7,5,3,Holiday,1.0,0.0,0.0,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,8,5,2,Holiday,0.08125,0.0,0.91875,0.0
North America,1-3 days,0-250 GBP,1,0,1.0,5,5,4,Holiday,0.38333333333333336,0.0,0.6166666666666667,0.0
UK,4-13 days,1000-5000 GBP,0,0,1.0,6,5,7,VFF,0.0,0.0,0.2783333333333333,0.7216666666666666
North America,4-13 days,250-500 GBP,0,0,1.0,8,5,1,VFF,0.2,0.0,0.36297619047619045,0.43702380952380954
North America,4-13 days,1000-5000 GBP,1,1,1.0,2,5,6,Holiday,0.016666666666666666,0.0,0.9,0.08333333333333333
North America,1-3 days,500-1000 GBP,1,1,1.0,6,5,3,Holiday,0.8609848484848485,0.0,0.1390151515151515,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,2,5,3,Education and Other,0.19583333333333336,0.0125,0.4916666666666666,0.3
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,0,1.0,5,5,2,Holiday,0.5666666666666667,0.0,0.1,0.33333333333333337
North America,4-13 days,1000-5000 GBP,0,0,1.0,8,7,1,Holiday,0.0,0.0625,0.8083333333333332,0.12916666666666665
North America,4-13 days,250-500 GBP,1,0,1.0,8,7,5,Holiday,0.0,0.0,0.675,0.325
"Australia, NZ and Oceania",4-13 days,250-500 GBP,0,0,1.0,6,7,1,Holiday,0.0,0.0,0.15304487179487178,0.8469551282051281
EU,1-3 days,250-500 GBP,1,1,1.0,6,7,5,Holiday,0.15405462184873947,0.0,0.7113235294117647,0.1346218487394958
North America,4-13 days,0-250 GBP,0,0,1.0,5,7,7,Holiday,0.0,0.0,0.0,1.0
Not disclosed,4-13 days,1000-5000 GBP,1,0,1.0,2,7,2,Holiday,0.1,0.1,0.8,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,4,7,3,Holiday,0.23095238095238094,0.0,0.7690476190476191,0.0
North America,14-27 days,1000-5000 GBP,0,0,1.0,8,7,1,Holiday,0.0,0.2838095238095238,0.5290079365079365,0.18718253968253967
North America,4-13 days,250-500 GBP,2,1,1.0,2,7,1,Holiday,0.1,0.0,0.7,0.2
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,7,4,Business or Work,0.5636349808975667,0.0,0.4363650191024333,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,6,7,4,Holiday,0.7721428571428571,0.0,0.22785714285714284,0.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,8,7,2,Holiday,0.0,0.1,0.72,0.18
North America,4-13 days,1000-5000 GBP,0,0,1.0,6,7,5,Holiday,0.1,0.0,0.05,0.85
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,0,1.0,2,7,2,Business or Work,0.06,0.12,0.62,0.2
Asia,,0-250 GBP,1,0,1.0,5,7,7,Education and Other,0.9,0.0,0.1,0.0
North America,4-13 days,250-500 GBP,2,1,1.0,4,7,4,Holiday,0.0,0.0,0.6,0.4
North America,4-13 days,500-1000 GBP,1,1,1.0,6,7,7,Holiday,0.0,0.0,1.0,0.0
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,1,1.0,8,7,2,Holiday,0.125,0.0,0.375,0.5
Asia,4-13 days,0-250 GBP,0,1,1.0,6,7,1,Holiday,0.0,0.0,0.2,0.8
Asia,4-13 days,250-500 GBP,1,1,1.0,6,7,1,Holiday,0.1,0.0,0.9,0.0
UK,14-27 days,250-500 GBP,0,0,1.0,6,7,7,VFF,0.0,0.0,0.2,0.8
North America,4-13 days,500-1000 GBP,2,0,1.0,6,7,5,Holiday,0.05,0.2,0.75,0.0
North America,4-13 days,250-500 GBP,1,0,1.0,6,7,1,VFF,0.14833333333333332,0.0,0.7170833333333334,0.13458333333333333
"Australia, NZ and Oceania",4-13 days,250-500 GBP,1,1,1.0,4,7,4,Holiday,0.04285714285714286,0.0,0.9285714285714285,0.02857142857142857
North America,4-13 days,250-500 GBP,1,0,1.0,5,7,1,Holiday,0.0,0.0,0.95,0.05
North America,1-3 days,1000-5000 GBP,2,1,1.0,6,7,6,Holiday,0.3,0.0,0.7,0.0
North America,1-3 days,1000-5000 GBP,1,0,1.0,6,7,5,Business or Work,1.0,0.0,0.0,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,4,7,6,Holiday,0.47666666666666657,0.1,0.3233333333333333,0.1
North America,1-3 months,1000-5000 GBP,0,0,1.0,4,7,1,Education and Other,0.0,0.375,0.13333333333333333,0.4916666666666666
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,7,3,Business or Work,0.32258127493421607,0.0,0.5706510482981072,0.10676767676767678
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,7,4,Holiday,0.8571428571428571,0.0,0.14285714285714285,0.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,7,2,Holiday,0.44952380952380955,0.10428571428571429,0.4461904761904762,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,6,7,3,Business or Work,0.17837789661319073,0.0,0.8216221033868093,0.0
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,0,0,1.0,7,3,2,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,500-1000 GBP,1,1,1.0,5,3,4,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,3,4,Holiday,0.10744206773618539,0.0,0.8018270944741535,0.09073083778966132
North America,4-13 days,0-250 GBP,0,1,1.0,5,3,6,VFF,0.0,0.0,0.6916666666666667,0.3083333333333333
North America,4-13 days,0-250 GBP,0,0,1.0,4,3,5,VFF,0.03333333333333333,0.0,0.02847222222222222,0.9381944444444444
EU,4-13 days,0-250 GBP,0,0,1.0,4,3,2,VFF,0.0,0.0,0.6,0.4
North America,4-13 days,0-250 GBP,0,0,1.0,7,3,1,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,more than 5000 GBP,1,0,1.0,7,3,4,VFF,0.0,0.0,0.95,0.05
North America,1-3 days,500-1000 GBP,1,1,1.0,7,3,1,VFF,0.05,0.0,0.5375,0.4125
Asia,4-13 days,1000-5000 GBP,1,1,1.0,7,3,4,Business or Work,0.0,0.0,0.76,0.24
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,3,4,Holiday,0.5916161616161616,0.0,0.31687590187590187,0.09150793650793651
Asia,4-13 days,0-250 GBP,0,1,1.0,7,3,1,Holiday,0.0,0.0,0.0,1.0
UK,1-3 months,0-250 GBP,0,0,1.0,5,3,2,VFF,0.1,0.0,0.0,0.9
North America,4-13 days,250-500 GBP,1,0,1.0,8,3,5,Holiday,0.18,0.0,0.15333333333333332,0.6666666666666666
North America,4-13 days,0-250 GBP,0,0,1.0,7,3,6,Holiday,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,0,0,1.0,8,3,2,Holiday,0.0,0.0,0.3,0.7
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,3,5,Business or Work,0.5443579949462302,0.0,0.4556420050537698,0.0
EU,4-13 days,500-1000 GBP,0,1,1.0,6,3,5,VFF,0.0,0.0,0.31666666666666665,0.6833333333333333
Asia,4-13 days,1000-5000 GBP,2,1,1.0,4,3,6,Holiday,0.0,0.0,0.85,0.15
North America,14-27 days,more than 5000 GBP,1,0,1.0,8,3,5,Holiday,0.0,0.0,0.3,0.7
North America,4-13 days,500-1000 GBP,1,1,1.0,4,3,7,Business or Work,0.17384920634920636,0.0,0.6630952380952381,0.16305555555555556
Asia,4-13 days,0-250 GBP,0,1,1.0,4,3,7,Holiday,0.0,0.0,0.5291228070175438,0.4708771929824561
North America,4-13 days,0-250 GBP,0,0,1.0,6,3,7,Holiday,0.0,0.148495670995671,0.07409090909090908,0.7774134199134198
North America,4-13 days,500-1000 GBP,1,1,1.0,8,3,6,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,1000-5000 GBP,0,1,1.0,4,3,6,Holiday,0.0,0.0,0.7916666666666666,0.20833333333333331
North America,4-13 days,1000-5000 GBP,0,0,1.0,6,3,7,VFF,0.0,0.0,0.6333333333333333,0.36666666666666664
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,3,6,Business or Work,0.15988095238095237,0.21444444444444444,0.6256746031746032,0.0
Asia,4-13 days,0-250 GBP,0,1,1.0,6,3,6,VFF,0.0,0.0,0.3,0.7
North America,14-27 days,500-1000 GBP,1,0,1.0,8,3,4,Holiday,0.0,0.0,0.5666666666666667,0.4333333333333333
Asia,4-13 days,500-1000 GBP,1,0,1.0,4,6,2,Holiday,0.6371428571428572,0.0,0.3628571428571429,0.0
North America,1-3 days,250-500 GBP,1,0,1.0,7,6,4,Holiday,0.9,0.0,0.1,0.0
Africa,14-27 days,500-1000 GBP,0,1,1.0,7,6,1,VFF,0.0,0.0,0.3,0.7
Asia,4-13 days,1000-5000 GBP,0,0,1.0,5,6,2,VFF,0.43073593073593075,0.0,0.09069264069264069,0.47857142857142854
North America,4-13 days,1000-5000 GBP,2,1,1.0,5,6,2,Business or Work,0.5,0.0,0.5,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,6,6,2,Holiday,0.4291666666666666,0.0,0.5708333333333334,0.0
EU,4-13 days,500-1000 GBP,2,1,1.0,6,6,3,Holiday,0.7,0.0,0.3,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,6,6,4,Holiday,0.7206801531801532,0.0,0.20927253302253299,0.0700473137973138
"Australia, NZ and Oceania",14-27 days,0-250 GBP,0,0,1.0,5,6,4,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,6,1,Holiday,0.1456177156177156,0.0,0.802867132867133,0.051515151515151514
EU,1-3 days,250-500 GBP,1,1,1.0,5,6,4,Holiday,0.3044167198171774,0.0,0.6509898703720214,0.044593409810801114
Asia,1-3 days,500-1000 GBP,1,1,1.0,6,6,4,Holiday,0.7458333333333333,0.0,0.25416666666666665,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,6,6,2,Business or Work,0.8129908284383986,0.0,0.18700917156160124,0.0
Asia,4-13 days,1000-5000 GBP,0,1,1.0,4,6,1,VFF,0.0,0.0,0.125,0.875
Africa,4-13 days,1000-5000 GBP,1,1,1.0,7,6,3,Business or Work,0.42833333333333334,0.5716666666666667,0.0,0.0
Asia,1-3 days,0-250 GBP,0,0,1.0,5,6,5,Business or Work,0.20583333333333337,0.0,0.6816666666666668,0.1125
Asia,1-3 days,250-500 GBP,1,0,1.0,5,6,5,Business or Work,0.9947368421052631,0.0,0.005263157894736842,0.0
Africa,1-3 months,500-1000 GBP,0,0,1.0,5,6,5,Business or Work,0.0,0.0,0.4,0.6
EU,1-3 days,1000-5000 GBP,1,0,1.0,7,6,4,Business or Work,0.5548717948717947,0.0,0.43358974358974367,0.011538461538461539
Asia,4-13 days,1000-5000 GBP,1,1,1.0,7,6,1,Holiday,0.6695238095238094,0.0,0.3304761904761905,0.0
Africa,4-13 days,0-250 GBP,0,0,1.0,2,6,2,VFF,0.0,0.075,0.15,0.775
Asia,4-13 days,0-250 GBP,0,0,1.0,6,6,5,VFF,0.0,0.15,0.0,0.85
"Australia, NZ and Oceania",4-13 days,250-500 GBP,1,0,1.0,5,6,3,Business or Work,0.5833333333333334,0.0,0.11666666666666665,0.3
Asia,1-3 days,1000-5000 GBP,1,1,1.0,6,6,4,Holiday,0.6943822843822844,0.0,0.1052991452991453,0.2003185703185703
"Australia, NZ and Oceania",1-3 months,250-500 GBP,0,0,1.0,7,6,1,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,6,2,Business or Work,0.5720454545454545,0.12155844155844156,0.3063961038961039,0.0
Asia,3-6 months,1000-5000 GBP,0,0,1.0,4,6,5,Education and Other,0.21666666666666665,0.45,0.1,0.2333333333333333
Asia,1-3 months,more than 5000 GBP,1,1,1.0,5,6,5,Business or Work,0.2,0.1,0.7,0.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,7,6,7,Holiday,0.4447619047619048,0.0,0.3676190476190476,0.18761904761904763
Asia,4-13 days,500-1000 GBP,2,1,1.0,4,6,7,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,0-250 GBP,0,1,1.0,5,6,5,VFF,0.0,0.0,0.8333333333333334,0.16666666666666666
South America,4-13 days,1000-5000 GBP,0,1,1.0,6,3,7,VFF,0.2,0.0,0.5,0.3
North America,4-13 days,500-1000 GBP,1,1,1.0,6,3,4,Holiday,0.1075,0.0,0.8925000000000001,0.0
Asia,3-6 months,more than 5000 GBP,2,0,1.0,4,3,4,Education and Other,0.3,0.5,0.1,0.1
EU,1-3 days,0-250 GBP,1,1,1.0,7,3,2,Holiday,0.26666666666666666,0.0,0.7333333333333334,0.0
EU,14-27 days,1000-5000 GBP,0,1,1.0,3,3,4,Education and Other,0.0,0.4,0.3,0.3
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,8,3,5,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,500-1000 GBP,0,1,1.0,2,3,7,VFF,0.0,0.0,0.5583333333333333,0.4416666666666666
EU,1-3 days,250-500 GBP,1,1,1.0,4,3,2,Business or Work,0.4961309523809524,0.0,0.4303571428571429,0.07351190476190476
North America,4-13 days,1000-5000 GBP,2,1,1.0,4,3,6,Holiday,0.1,0.0,0.9,0.0
Asia,4-13 days,1000-5000 GBP,2,0,1.0,8,3,4,Holiday,0.1,0.0,0.7,0.2
North America,,0-250 GBP,1,1,1.0,5,3,3,Holiday,0.3511904761904762,0.0,0.6488095238095238,0.0
Asia,1-3 months,500-1000 GBP,0,1,1.0,6,3,5,VFF,0.0,0.0,0.4,0.6
Asia,14-27 days,500-1000 GBP,0,0,1.0,6,3,2,Holiday,0.0,0.0,0.1,0.9
Asia,4-13 days,250-500 GBP,0,1,1.0,4,3,6,VFF,0.0,0.0,0.3,0.7
EU,1-3 days,250-500 GBP,1,1,1.0,5,3,2,Business or Work,0.538949938949939,0.0,0.461050061050061,0.0
UK,4-13 days,0-250 GBP,1,0,1.0,5,3,6,Business or Work,0.7916666666666666,0.03333333333333333,0.0,0.175
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,0,0,1.0,4,3,4,VFF,0.03333333333333333,0.0,0.11666666666666667,0.85
Asia,4-13 days,500-1000 GBP,0,0,1.0,7,3,5,VFF,0.0,0.0,0.26999999999999996,0.73
Asia,4-13 days,500-1000 GBP,1,1,1.0,2,3,3,VFF,0.0,0.025,0.975,0.0
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,2,0,1.0,7,5,4,VFF,0.25,0.0,0.0,0.75
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,1,1.0,4,5,6,Holiday,0.16111111111111112,0.1222222222222222,0.4833333333333334,0.2333333333333333
EU,1-3 days,500-1000 GBP,1,1,1.0,5,5,4,Holiday,0.8444306697624775,0.0,0.13586151834435584,0.01970781189316658
North America,1-3 days,500-1000 GBP,1,1,1.0,7,5,3,Holiday,0.22333333333333333,0.0,0.7766666666666666,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,2,1,1.0,6,5,3,Holiday,0.1,0.0,0.5,0.4
North America,4-13 days,500-1000 GBP,0,1,1.0,6,5,6,VFF,0.0,0.0,0.1,0.9
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,0,1.0,7,5,1,Holiday,0.1,0.0,0.4,0.5
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,5,1,Holiday,0.5716666666666665,0.0,0.42833333333333334,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,7,5,2,Holiday,0.4737301587301587,0.0,0.5262698412698412,0.0
EU,4-13 days,500-1000 GBP,0,1,1.0,4,5,1,VFF,0.1,0.3,0.17833333333333332,0.4216666666666667
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,5,2,Holiday,0.793715407399618,0.0,0.20628459260038207,0.0
UK,14-27 days,1000-5000 GBP,0,1,1.0,5,5,7,VFF,0.0,0.0,0.03333333333333333,0.9666666666666666
North America,14-27 days,250-500 GBP,0,1,1.0,6,5,5,Holiday,0.1,0.0,0.36666666666666664,0.5333333333333334
Asia,14-27 days,0-250 GBP,0,0,1.0,4,5,2,VFF,0.0,0.2,0.4,0.4
Asia,1-3 months,1000-5000 GBP,1,0,1.0,4,5,6,Holiday,0.13333333333333333,0.1,0.5666666666666667,0.2
Asia,14-27 days,1000-5000 GBP,0,1,1.0,6,5,2,VFF,0.0,0.0,0.4333333333333334,0.5666666666666667
UK,1-3 months,500-1000 GBP,0,1,1.0,5,5,6,VFF,0.1,0.0,0.1,0.8
Asia,4-13 days,500-1000 GBP,0,1,1.0,3,5,3,Holiday,0.1,0.2,0.5833333333333333,0.11666666666666665
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,7,2,Holiday,0.4682130283287404,0.0,0.5317869716712595,0.0
Asia,14-27 days,1000-5000 GBP,1,0,1.0,5,7,1,Business or Work,0.6897907647907647,0.0,0.31020923520923516,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,1,1.0,4,7,2,VFF,0.1,0.0,0.72,0.18
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,7,7,Holiday,0.07468169085816145,0.06752737458619812,0.8577909345556405,0.0
"Australia, NZ and Oceania",4-13 days,250-500 GBP,2,0,1.0,4,7,4,Holiday,0.1,0.0,0.9,0.0
Asia,14-27 days,0-250 GBP,0,1,1.0,4,7,5,VFF,0.0,0.0,0.03333333333333333,0.9666666666666668
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,6,7,5,Business or Work,0.025,0.0,0.94375,0.03125
Asia,14-27 days,1000-5000 GBP,0,0,1.0,6,7,2,VFF,0.1,0.3,0.0,0.6
Asia,14-27 days,1000-5000 GBP,0,1,1.0,4,7,1,Holiday,0.0,0.0,0.2307142857142857,0.7692857142857142
"Australia, NZ and Oceania",4-13 days,250-500 GBP,1,1,1.0,5,7,4,Holiday,0.14404761904761904,0.0,0.855952380952381,0.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,2,7,3,Holiday,0.1,0.0,0.9000000000000001,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,3,7,3,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,7,2,Holiday,0.44952380952380955,0.10428571428571429,0.4461904761904762,0.0
Asia,1-3 days,250-500 GBP,0,1,1.0,4,7,5,Holiday,0.1,0.0,0.27,0.6300000000000001
Asia,14-27 days,0-250 GBP,0,0,1.0,5,7,4,VFF,0.0,0.2,0.3,0.5
Asia,4-13 days,1000-5000 GBP,1,1,1.0,7,7,2,Holiday,0.20972328325269504,0.02857142857142857,0.7617052881758763,0.0
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,7,3,Holiday,0.5844047619047619,0.0,0.4155952380952381,0.0
Africa,1-3 months,1000-5000 GBP,2,0,1.0,4,7,6,Business or Work,0.9,0.0,0.1,0.0
Asia,4-13 days,0-250 GBP,0,0,1.0,5,4,7,VFF,0.0,0.0,0.0,1.0
Asia,14-27 days,1000-5000 GBP,2,1,1.0,6,4,5,Holiday,0.05,0.0,0.75,0.2
Asia,4-13 days,1000-5000 GBP,1,0,1.0,7,4,4,Holiday,0.21818181818181817,0.0,0.05454545454545454,0.7272727272727273
Asia,4-13 days,1000-5000 GBP,0,1,1.0,5,4,4,Education and Other,0.1,0.1,0.7333333333333333,0.06666666666666667
EU,1-3 days,0-250 GBP,0,1,1.0,4,4,3,VFF,0.05428571428571429,0.0,0.18214285714285713,0.7635714285714286
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,4,6,Holiday,0.212063492063492,0.0,0.5534126984126984,0.2345238095238095
Asia,14-27 days,1000-5000 GBP,2,0,1.0,4,4,6,Holiday,0.1,0.2,0.3,0.4
Asia,4-13 days,1000-5000 GBP,1,1,1.0,8,4,5,Holiday,0.16999999999999998,0.0,0.7966666666666666,0.03333333333333333
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,4,3,Holiday,0.65,0.0,0.3,0.05
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,4,4,Holiday,0.0,0.23888888888888887,0.7611111111111112,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,4,3,Holiday,0.2506684981684982,0.0,0.7493315018315018,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,5,4,3,Business or Work,0.9153675625531023,0.0,0.08463243744689795,0.0
Asia,14-27 days,1000-5000 GBP,1,1,1.0,6,4,5,Holiday,0.0,0.0,1.0,0.0
Asia,1-3 days,500-1000 GBP,0,0,1.0,6,4,2,VFF,0.8,0.0,0.0,0.2
Not disclosed,14-27 days,500-1000 GBP,0,0,1.0,5,4,6,VFF,0.0,0.0,0.1,0.9
EU,,0-250 GBP,1,0,1.0,7,4,4,Business or Work,0.7809209508961181,0.020066432948939065,0.14172443691172254,0.05728817924322031
EU,1-3 days,250-500 GBP,1,0,1.0,6,4,3,Business or Work,0.9043350711402887,0.015121070143097942,0.06820551433987823,0.012338344376735057
Asia,14-27 days,1000-5000 GBP,1,0,1.0,4,4,4,Business or Work,0.0,0.18333333333333332,0.6166666666666666,0.2
EU,4-13 days,500-1000 GBP,1,0,1.0,5,4,7,Holiday,0.585,0.0,0.41500000000000004,0.0
Asia,14-27 days,1000-5000 GBP,0,1,1.0,6,4,7,VFF,0.0,0.0,0.4,0.6
Asia,4-13 days,0-250 GBP,1,0,1.0,6,4,7,Business or Work,0.3,0.0,0.05,0.65
Asia,14-27 days,1000-5000 GBP,1,1,1.0,7,4,5,Holiday,0.45,0.0,0.55,0.0
"Australia, NZ and Oceania",1-3 days,0-250 GBP,0,0,1.0,4,4,2,Business or Work,0.004166666666666667,0.0,0.008333333333333333,0.9875
Asia,14-27 days,250-500 GBP,2,0,1.0,5,4,5,Holiday,0.16666666666666666,0.0,0.5242424242424242,0.3090909090909091
Asia,4-13 days,more than 5000 GBP,1,0,1.0,6,4,3,Holiday,0.3,0.0,0.5,0.2
North America,4-13 days,500-1000 GBP,0,0,1.0,4,4,6,VFF,0.0,0.0,0.4625,0.5375
EU,1-3 months,1000-5000 GBP,0,0,1.0,2,4,5,Education and Other,0.0,0.5333333333333333,0.4666666666666666,0.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,2,1,1.0,4,5,1,Holiday,0.3,0.0,0.7,0.0
EU,14-27 days,0-250 GBP,0,0,1.0,3,5,6,Education and Other,0.06,0.01,0.2,0.73
Asia,4-13 days,1000-5000 GBP,1,0,1.0,2,5,3,Education and Other,0.1,0.0,0.7,0.2
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,6,5,1,VFF,0.0,0.0,0.8055555555555556,0.19444444444444442
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,5,1,Business or Work,0.38380288957688335,0.0,0.4083255933952529,0.20787151702786377
Asia,4-13 days,250-500 GBP,0,1,1.0,5,5,4,VFF,0.0,0.0,0.75,0.25
Asia,14-27 days,more than 5000 GBP,1,0,1.0,5,5,6,VFF,0.4,0.0,0.3,0.3
Asia,14-27 days,500-1000 GBP,1,0,1.0,6,5,7,VFF,0.0,0.0,0.7,0.3
Asia,4-13 days,500-1000 GBP,1,0,1.0,7,5,7,Business or Work,0.1,0.0,0.525,0.375
Non-EU Europe,4-13 days,250-500 GBP,0,0,1.0,5,5,3,VFF,0.0,0.0,0.2833333333333333,0.7166666666666666
Asia,14-27 days,1000-5000 GBP,1,1,1.0,6,5,3,Holiday,0.0,0.05,0.85,0.1
Asia,4-13 days,250-500 GBP,0,0,1.0,8,5,1,VFF,0.0,0.1,0.40297619047619043,0.4970238095238095
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,0,0,1.0,6,5,3,VFF,0.0,0.0,0.2,0.8
EU,1-3 days,500-1000 GBP,2,0,1.0,6,5,3,Business or Work,0.7,0.0,0.21000000000000002,0.09
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,5,7,Holiday,1.0,0.0,0.0,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,6,5,7,Holiday,0.15166666666666667,0.025,0.6233333333333333,0.2
